id,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W190761978,Markus Haag|Yanqing Duan|Brian Mathews,https://openalex.org/A5078482958|https://openalex.org/A5032994640|https://openalex.org/A5086614909,|https://orcid.org/0000-0003-4205-7403|https://orcid.org/0000-0001-7155-1289,GB|GB|GB,University of Bedfordshire|University of Bedfordshire|University of Bedfordshire,https://openalex.org/I147554453|https://openalex.org/I147554453|https://openalex.org/I147554453,True|False|False,,34,https://openalex.org/I147554453,The Impact of Culture on the Application of the SECI Model,https://doi.org/10.4018/978-1-60566-790-4.ch002,,4.40097804,,False,en,False,closed,"Advances in knowledge acquisition, transfer, and management book series/Advances in knowledge acquisition, transfer and management book series",https://openalex.org/S4210176183,2326-7607,book series,Innovation and Knowledge Management,2010-01-01,2010.0,book-chapter
https://openalex.org/W2787584952,Min Li|Huimin Liu|Jing Zhou,https://openalex.org/A5100703695|https://openalex.org/A5100329504|https://openalex.org/A5100616644,https://orcid.org/0000-0003-2361-3822|https://orcid.org/0000-0002-0994-496X|https://orcid.org/0000-0003-2223-3633,CN|CN|CN,Nanjing University|Nanjing University|Nanjing University,https://openalex.org/I881766915|https://openalex.org/I881766915|https://openalex.org/I881766915,True|False|False,,70,https://openalex.org/I881766915,G-SECI model-based knowledge creation for CoPS innovation: the role of grey knowledge,https://doi.org/10.1108/jkm-10-2016-0458,,12.01161086,,False,en,False,closed,Journal of Knowledge Management,https://openalex.org/S50631486,1367-3270,journal,Innovation and Knowledge Management,2018-02-15,2018.0,article
https://openalex.org/W2159316505,Yue Wu|Dai Senoo|Rémy Magnier‐Watanabe,https://openalex.org/A5005287327|https://openalex.org/A5003011501|https://openalex.org/A5048824183,https://orcid.org/0000-0001-8805-5388||https://orcid.org/0000-0001-9375-1900,JP|JP|JP,Tokyo Institute of Technology|Tokyo Institute of Technology|University of Tsukuba,https://openalex.org/I114531698|https://openalex.org/I114531698|https://openalex.org/I146399215,True|False|False,,45,https://openalex.org/I114531698,Diagnosis for organizational knowledge creation: an ontological shift SECI model,https://doi.org/10.1108/13673271011084862,,7.34500172,,False,en,False,closed,Journal of Knowledge Management,https://openalex.org/S50631486,1367-3270,journal,Innovation and Knowledge Management,2010-10-09,2010.0,article
https://openalex.org/W2997948790,Paolo Canonico|Ernesto De Nito|Vincenza Esposito|Mario Pezzillo Iacono|Stefano Consiglio,https://openalex.org/A5046730380|https://openalex.org/A5079148567|https://openalex.org/A5066966324|https://openalex.org/A5102762479|https://openalex.org/A5042231572,https://orcid.org/0000-0003-3849-7043|https://orcid.org/0000-0001-7023-9728|https://orcid.org/0000-0002-3432-7170|https://orcid.org/0000-0003-2005-640X|https://orcid.org/0000-0001-5647-8079,IT|IT|IT|IT|IT,"University of Naples Federico II|University of Salerno|University of Sannio|University of Campania ""Luigi Vanvitelli""|University of Naples Federico II",https://openalex.org/I71267560|https://openalex.org/I131729948|https://openalex.org/I16337185|https://openalex.org/I197809005|https://openalex.org/I71267560,True|False|False|False|False,,51,https://openalex.org/I71267560,Knowledge creation in the automotive industry: Analysing obeya-oriented practices using the SECI model,https://doi.org/10.1016/j.jbusres.2019.11.047,Compagnia di San Paolo,5.82425391,,False,en,False,closed,Journal of Business Research,https://openalex.org/S93284759,0148-2963,journal,Innovation and Knowledge Management,2019-12-23,2019.0,article
https://openalex.org/W4249563443,Ikujiro Nonaka|Ryoko Toyama|Noboru Konno,https://openalex.org/A5037302894|https://openalex.org/A5039690117|https://openalex.org/A5024304901,https://orcid.org/0000-0003-4823-5098||,||,,,True|False|False,,461,,"SECI, Ba and Leadership: A Unified Model of Dynamic Knowledge Creation",https://doi.org/10.4135/9781446217573.n2,,31.21450521,,False,en,False,closed,,,,,Competitive and Knowledge Intelligence,2001-01-01,2001.0,book-chapter
https://openalex.org/W2900934279,Monika Dávideková|Jozef Hvorecký,https://openalex.org/A5068355044|https://openalex.org/A5016394263,|https://orcid.org/0000-0002-5948-1676,SK|SK,DTI University|Comenius University Bratislava|DTI University,https://openalex.org/I4210098883|https://openalex.org/I74788687|https://openalex.org/I4210098883,True|False,,37,https://openalex.org/I4210098883|https://openalex.org/I74788687,Collaboration Tools for Virtual Teams in Terms of the SECI Model,https://doi.org/10.1007/978-3-319-50337-0_9,,16.90641446,,False,en,False,closed,Advances in intelligent systems and computing,https://openalex.org/S2764905038,2194-5357,book series,Collaboration in agile enterprises,2017-01-01,2017.0,book-chapter
https://openalex.org/W3015729240,Noawanit Songkram|Suparoek Chootongchai,https://openalex.org/A5031177375|https://openalex.org/A5001600750,https://orcid.org/0000-0002-7616-2132|https://orcid.org/0000-0002-5959-6158,TH|TH,Chulalongkorn University|Chulalongkorn University,https://openalex.org/I158708052|https://openalex.org/I158708052,True|False,,31,https://openalex.org/I158708052,Effects of pedagogy and information technology utilization on innovation creation by SECI model,https://doi.org/10.1007/s10639-020-10150-2,,5.53368135,,False,en,False,closed,Education and Information Technologies,https://openalex.org/S166722454,1360-2357,journal,Knowledge Management and Sharing,2020-04-08,2020.0,article
https://openalex.org/W2046207087,Hugh Dubberly|Shelley Evenson,https://openalex.org/A5072450025|https://openalex.org/A5108204183,|,|,,,True|False,,29,,"Design as learning---or ""knowledge creation""---the SECI model",https://doi.org/10.1145/1897239.1897256,,7.97459909,,False,en,False,closed,interactions,https://openalex.org/S71913804,1072-5520,journal,Information Systems Theories and Implementation,2011-01-01,2011.0,article
https://openalex.org/W1566929884,Seyede Mehrnoush Hosseini,https://openalex.org/A5045458162,,IR,Iran University of Science and Technology,https://openalex.org/I67009956,True,,28,https://openalex.org/I67009956,The application of SECI model as a framework of knowledge creation in virtual learning,https://doi.org/10.1007/s12564-010-9138-5,,4.03836136,,False,en,False,closed,Asia Pacific Education Review,https://openalex.org/S184932276,1598-1037,journal,Knowledge Management and Sharing,2010-12-08,2010.0,article
https://openalex.org/W2800323449,Marion Kahrens|Dieter H. Früauff,https://openalex.org/A5074741089|https://openalex.org/A5027319695,https://orcid.org/0000-0001-6159-9203|,GB|DE,European College of Business and Management|Fraport (Germany),https://openalex.org/I2799580797|https://openalex.org/I4210148986,True|False,,14,https://openalex.org/I2799580797,Critical Evaluation of Nonaka’s SECI Model,https://doi.org/10.1007/978-3-319-71434-9_3,,1.40042889,,False,en,False,closed,,,,,Innovation and Knowledge Management,2018-01-01,2018.0,book-chapter
https://openalex.org/W2031065205,Azeddine Chikh,https://openalex.org/A5111910771,,SA,King Saud University,https://openalex.org/I28022161,True,cc-by,19,https://openalex.org/I28022161,A Knowledge Management Framework in Software Requirements Engineering Based on the SECI Model,https://doi.org/10.4236/jsea.2011.412084,,1.49497299,,False,en,True,hybrid,Journal of Software Engineering and Applications,https://openalex.org/S33096572,1945-3116,journal,Service-Oriented Architecture and Web Services,2011-01-01,2011.0,article
https://openalex.org/W1977716293,Aziz,https://openalex.org/A5011871624,,MY,Universiti Malaysia Terengganu,https://openalex.org/I157696592,True,cc-by,18,https://openalex.org/I157696592,Assistive Courseware for the Visually Impaired based on Theory of Multiple Intelligence and SECI Model,https://doi.org/10.3844/ajebasp.2011.150.156,,3.14941362,,False,en,True,hybrid,American Journal of Economics and Business Administration,https://openalex.org/S2764943147,1945-5488,journal,Learning Styles and Cognitive Differences,2011-01-01,2011.0,article
https://openalex.org/W4408945161,Wenyao Zhang|Wenbo He|Tuğrul Daim|Haydar Yalçın,https://openalex.org/A5101821544|https://openalex.org/A5100665459|https://openalex.org/A5059934493|https://openalex.org/A5102862751,https://orcid.org/0000-0002-3822-6414|https://orcid.org/0000-0001-6243-1496|https://orcid.org/0000-0003-1432-8958|https://orcid.org/0000-0002-6725-844X,CN|CN|US|TR,Shandong Academy of Sciences|Sichuan University|Qilu University of Technology|Sichuan University|Shandong Academy of Sciences|Qilu University of Technology|Portland State University|Ege University,https://openalex.org/I4210142748|https://openalex.org/I24185976|https://openalex.org/I152269853|https://openalex.org/I24185976|https://openalex.org/I4210142748|https://openalex.org/I152269853|https://openalex.org/I126345244|https://openalex.org/I41641357,True|False|False|False,,21,https://openalex.org/I152269853|https://openalex.org/I24185976|https://openalex.org/I4210142748,AI challenges conventional knowledge management: light the way for reframing SECI model and Ba theory,https://doi.org/10.1108/jkm-02-2024-0203,,122.64146591,,False,en,False,closed,Journal of Knowledge Management,https://openalex.org/S50631486,1367-3270,journal,Competitive and Knowledge Intelligence,2025-03-28,2025.0,article
https://openalex.org/W4292336930,Marie‐Helen Maras|Jana Arsovska|Adam Scott Wandt|Melanie Knieps|Kenji Logie,https://openalex.org/A5063103769|https://openalex.org/A5062818765|https://openalex.org/A5069041806|https://openalex.org/A5062611983|https://openalex.org/A5025850666,https://orcid.org/0000-0003-3428-4622||https://orcid.org/0000-0001-8160-5519|https://orcid.org/0000-0002-9192-6778|https://orcid.org/0000-0001-7107-6510,US|US|US|CH|US,John Jay College of Criminal Justice|City University of New York|John Jay College of Criminal Justice|City University of New York|John Jay College of Criminal Justice|City University of New York|University of Zurich|John Jay College of Criminal Justice|City University of New York,https://openalex.org/I92507152|https://openalex.org/I174216632|https://openalex.org/I92507152|https://openalex.org/I174216632|https://openalex.org/I92507152|https://openalex.org/I174216632|https://openalex.org/I202697423|https://openalex.org/I92507152|https://openalex.org/I174216632,True|False|False|False|False,,16,https://openalex.org/I92507152|https://openalex.org/I174216632,The SECI model and darknet markets: Knowledge creation in criminal organizations and communities of practice,https://doi.org/10.1177/14773708221115167,National Institute of Justice,5.69986666,,False,en,False,closed,European Journal of Criminology,https://openalex.org/S161173318,1477-3708,journal,Cybercrime and Law Enforcement Studies,2022-08-19,2022.0,article
https://openalex.org/W4402726143,Roberto Cerchione|Piera Centobelli|Elena Borin|Antonio Usai|Eugenio Oropallo,https://openalex.org/A5041255275|https://openalex.org/A5005192525|https://openalex.org/A5064819232|https://openalex.org/A5040194068|https://openalex.org/A5081374861,https://orcid.org/0000-0002-7025-3295|https://orcid.org/0000-0002-3302-2236|https://orcid.org/0000-0002-5691-8668|https://orcid.org/0000-0001-7212-5185|https://orcid.org/0000-0003-3427-2568,IT|IT|IT|IT|IT,Parthenope University of Naples|University of Naples Federico II|Link Campus University|University of Sassari|Sapienza University of Rome,https://openalex.org/I183638586|https://openalex.org/I71267560|https://openalex.org/I42775652|https://openalex.org/I159650629|https://openalex.org/I861853513,True|False|False|False|False,,16,https://openalex.org/I183638586,The WISED knowledge-creating company: rethinking SECI model in light of the digital transition,https://doi.org/10.1108/jkm-02-2024-0133,,15.15273067,,False,en,False,closed,Journal of Knowledge Management,https://openalex.org/S50631486,1367-3270,journal,Big Data and Business Intelligence,2024-09-23,2024.0,article
https://openalex.org/W3033532436,Columba Lisset Flores Torres|Luis Alberto Olvera-Vargas|Julia Sánchez Gómez|David Israel Contreras-Medina,https://openalex.org/A5026500881|https://openalex.org/A5084568512|https://openalex.org/A5052651797|https://openalex.org/A5090187141,|https://orcid.org/0000-0002-8771-6575|https://orcid.org/0000-0001-5648-8920|https://orcid.org/0000-0002-5729-9563,MX|MX|MX|MX,Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco|Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco|Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco|Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco,https://openalex.org/I4387153549|https://openalex.org/I4387153549|https://openalex.org/I4387153549|https://openalex.org/I4387153549,True|False|False|False,,25,https://openalex.org/I4387153549,"Discovering innovation opportunities based on SECI model: reconfiguring knowledge dynamics of the agricultural artisan production of agave-mezcal, using emerging technologies",https://doi.org/10.1108/jkm-01-2020-0078,,2.71302713,,False,en,False,closed,Journal of Knowledge Management,https://openalex.org/S50631486,1367-3270,journal,"Business, Innovation, and Economy",2020-06-05,2020.0,article
https://openalex.org/W4241113649,Monika Dávideková|Jozef Hvorecký,https://openalex.org/A5068355044|https://openalex.org/A5016394263,|https://orcid.org/0000-0002-5948-1676,SK|,Comenius University Bratislava|,https://openalex.org/I74788687|,True|False,cc-by,13,https://openalex.org/I74788687,ICT Collaboration Tools for Virtual Teams in Terms of the SECI Model,https://doi.org/10.3991/ijep.v7i1.6502,Univerzita Komenského v Bratislave|International Visegrad Fund,2.84115989,,False,en,True,gold,International Journal of Engineering Pedagogy (iJEP),https://openalex.org/S2737240468,2192-4880,journal,Collaboration in agile enterprises,2017-02-28,2017.0,article
https://openalex.org/W2889319957,Eric C. K. Cheng,https://openalex.org/A5037827658,https://orcid.org/0000-0003-1801-7321,HK,Education University of Hong Kong,https://openalex.org/I4210086892,True,,8,https://openalex.org/I4210086892,Applying SECI Model for Creating Pedagogical Knowledge,https://doi.org/10.1007/978-981-13-2472-7_3,,4.86452923,,False,en,False,closed,Springer briefs in education,https://openalex.org/S4210170315,2211-1921,book series,Knowledge Management and Sharing,2018-08-28,2018.0,book-chapter
https://openalex.org/W2026466176,Yoshinori Hijikata|Toshihiro Takenaka|Yukitaka Kusumura|Shogo Nishida,https://openalex.org/A5109338657|https://openalex.org/A5110887409|https://openalex.org/A5014632573|https://openalex.org/A5110605182,|||,JP|JP|JP|JP,Osaka University|Osaka University|Osaka University|Osaka University,https://openalex.org/I98285908|https://openalex.org/I98285908|https://openalex.org/I98285908|https://openalex.org/I98285908,True|False|False|False,,8,https://openalex.org/I98285908,Interactive knowledge externalization and combination for SECI model,https://doi.org/10.1145/1298406.1298434,,1.08386047,,False,en,False,closed,,,,,Team Dynamics and Performance,2007-10-28,2007.0,article
https://openalex.org/W2027417726,Jixia Cao|Zehan Yao|Yuanxing Li|Cuihong Zhai|Bei Xu,https://openalex.org/A5064151076|https://openalex.org/A5101965673|https://openalex.org/A5033796788|https://openalex.org/A5110364115|https://openalex.org/A5110043270,|https://orcid.org/0000-0003-3027-3686|||,CN|CN|CN|CN|CN,Academy of Military Transportation|Academy of Military Transportation|Academy of Military Transportation|Academy of Military Transportation|Academy of Military Transportation,https://openalex.org/I4210167189|https://openalex.org/I4210167189|https://openalex.org/I4210167189|https://openalex.org/I4210167189|https://openalex.org/I4210167189,True|False|False|False|False,,5,https://openalex.org/I4210167189,Utilizing SECI Model for knowledge management in library,https://doi.org/10.1109/iceit.2010.5607539,,1.00959034,,False,en,False,closed,,,,,Knowledge Management and Sharing,2010-09-01,2010.0,article
https://openalex.org/W2780892640,César Bandera|Fazel Keshtkar|Michael R. Bartolacci|Shiromani Neerudu|Katia Passerini,https://openalex.org/A5035143007|https://openalex.org/A5017876645|https://openalex.org/A5025253057|https://openalex.org/A5063624891|https://openalex.org/A5063698193,https://orcid.org/0000-0003-3545-6561|https://orcid.org/0000-0002-7022-6238|https://orcid.org/0000-0002-0817-4270||https://orcid.org/0000-0002-9138-8682,US|US|US|US|US,New Jersey Institute of Technology|St. John's University|Pennsylvania State University|St. John's University|St. John's University,https://openalex.org/I118118575|https://openalex.org/I142823887|https://openalex.org/I130769515|https://openalex.org/I142823887|https://openalex.org/I142823887,False|False|False|False|True,cc-by-nc-nd,87,https://openalex.org/I142823887,Knowledge management and the entrepreneur: Insights from Ikujiro Nonaka's Dynamic Knowledge Creation model (SECI),https://doi.org/10.1016/j.ijis.2017.10.005,,6.66358781,,False,en,True,diamond,International Journal of Innovation Studies,https://openalex.org/S2898418539,2096-2487,journal,Knowledge Management and Sharing,2017-12-01,2017.0,article
https://openalex.org/W2746581729,Saleh Naif Almuayqil|Anthony Atkins|Bernadette Sharp,https://openalex.org/A5019116175|https://openalex.org/A5073817068|https://openalex.org/A5113479619,https://orcid.org/0000-0001-5696-7198|https://orcid.org/0000-0002-8447-4822|,GB|SA|GB|GB,Al Jouf University|University of Staffordshire|University of Staffordshire|University of Staffordshire,https://openalex.org/I199702508|https://openalex.org/I198012923|https://openalex.org/I198012923|https://openalex.org/I198012923,True|False|False,cc-by,11,https://openalex.org/I199702508|https://openalex.org/I198012923,Application of the SECI Model Using Web Tools to Support Diabetes Self-Management and Education in the Kingdom of Saudi Arabia,https://doi.org/10.4236/iim.2017.95008,,0.54556902,,False,en,True,diamond,Intelligent Information Management,https://openalex.org/S144743238,2160-5912,journal,Artificial Intelligence in Healthcare,2017-01-01,2017.0,article
https://openalex.org/W4407727508,Urpi Barreto|Yasser Abarca Sánchez,https://openalex.org/A5022163601|https://openalex.org/A5013978771,https://orcid.org/0000-0002-2205-6799|https://orcid.org/0000-0001-7941-9346,PE|PE,Universidad Continental|National University of Saint Anthony the Abbot in Cuzco,https://openalex.org/I4210165210|https://openalex.org/I3132302805,True|False,,5,https://openalex.org/I4210165210,Integration of the SECI model and ChatGPT in higher education,https://doi.org/10.1016/j.heliyon.2025.e42814,,11.42388072,https://pubmed.ncbi.nlm.nih.gov/40066034,False,en,True,gold,Heliyon,https://openalex.org/S2898612692,2405-8440,journal,Artificial Intelligence in Healthcare and Education,2025-02-01,2025.0,article
https://openalex.org/W2951160729,Darío Liberona|Aravind Kumaresan|Virginie Hachard|Cristian R. Rojas|Roberto Ferro,https://openalex.org/A5025183416|https://openalex.org/A5014167406|https://openalex.org/A5048856640|https://openalex.org/A5057105677|https://openalex.org/A5069511026,https://orcid.org/0000-0003-3235-6688||https://orcid.org/0000-0002-9972-0555|https://orcid.org/0000-0003-0355-2663|,CL|FI|CL|CL|CO,Federico Santa María Technical University|University of Vaasa|Federico Santa María Technical University|Federico Santa María Technical University|District University of Bogotá,https://openalex.org/I75778554|https://openalex.org/I79765343|https://openalex.org/I75778554|https://openalex.org/I75778554|https://openalex.org/I332011152,True|False|False|False|False,,7,https://openalex.org/I75778554,Entrepreneurship Knowledge Insights in Emerging Markets Using a SECI Model Approach,https://doi.org/10.1007/978-3-030-21451-7_4,,2.4418482,,False,en,False,closed,Communications in computer and information science,https://openalex.org/S2764900261,1865-0929,book series,Entrepreneurship Studies and Influences,2019-01-01,2019.0,book-chapter
https://openalex.org/W4238976539,Eva Zuraidah,https://openalex.org/A5015705988,,,,,True,cc-by-sa,10,,Knowledge Management System Untuk SDM Menggunakan Seci Model (Studi Kasus: Koperasi Karyawan),https://doi.org/10.31311/ji.v5i1.2481,,2.51194657,,False,id,True,gold,Jurnal Informatika,https://openalex.org/S4210188195,2355-6579,journal,SMEs Development and Digital Marketing,2018-04-15,2018.0,article
https://openalex.org/W2126886526,Qi Zhang|Michitaka Kosaka,https://openalex.org/A5100761689|https://openalex.org/A5110516939,https://orcid.org/0009-0008-3611-2975|,JP|JP,Japan Advanced Institute of Science and Technology|Japan Advanced Institute of Science and Technology,https://openalex.org/I177738480|https://openalex.org/I177738480,True|False,,4,https://openalex.org/I177738480,SECI model and KIKI model on knowledge creation,https://doi.org/10.1109/icsssm.2013.6602626,,0.63835958,,False,en,False,closed,,,,,Service and Product Innovation,2013-07-01,2013.0,article
https://openalex.org/W1976744991,Akila Sarirete|Azeddine Chikh,https://openalex.org/A5034715249|https://openalex.org/A5111910771,https://orcid.org/0000-0001-9419-2450|,SA|SA,Effat University|King Saud University,https://openalex.org/I125656591|https://openalex.org/I28022161,True|False,,7,https://openalex.org/I125656591,A Knowledge Management Process in Communities of Practice of Engineering Based on the SECI Model for Knowledge,https://doi.org/10.4018/jwltt.2010010103,,1.84718898,,False,en,False,closed,International Journal of Web-Based Learning and Teaching Technologies,https://openalex.org/S76665588,1548-1093,journal,E-Learning and Knowledge Management,2010-01-01,2010.0,article
https://openalex.org/W2566198556,S. M. F. D. Syed Mustapha,https://openalex.org/A5020388501,https://orcid.org/0000-0001-7026-7198,SA,Taif University,https://openalex.org/I179331831,True,cc-by,4,https://openalex.org/I179331831,Towards Building Monolithic Computational Platform for SECI Model,https://doi.org/10.4236/ijis.2016.64004,,0.29853518,,False,en,True,diamond,International Journal of Intelligence Science,https://openalex.org/S4210197174,2163-0283,journal,Distributed and Parallel Computing Systems,2016-01-01,2016.0,article
https://openalex.org/W4285197645,Ikujiro Nonaka|Ichiro Yamaguchi,https://openalex.org/A5037302894|https://openalex.org/A5013893275,https://orcid.org/0000-0003-4823-5098|https://orcid.org/0000-0003-2370-031X,JP|JP,Hitotsubashi University|Toyo University,https://openalex.org/I111428342|https://openalex.org/I158123994,True|False,,4,https://openalex.org/I111428342,The SECI Model: Knowledge Creation in the Cycle of Subjectivity and Objectivity,https://doi.org/10.1007/978-981-16-6851-7_10,,3.12521056,,False,en,False,closed,,,,,Embodied and Extended Cognition,2022-01-01,2022.0,book-chapter
